graph_hash,profile,cycle_i,cycle_j,distance,shared_vertices,shared_edges
29b3188f0623b6d6d352252d841513f2c2118451369a2deeae684fef102fa828,"(4,0,0,0)",0,1,8,0,0
29b3188f0623b6d6d352252d841513f2c2118451369a2deeae684fef102fa828,"(4,0,0,0)",0,2,11,0,0
29b3188f0623b6d6d352252d841513f2c2118451369a2deeae684fef102fa828,"(4,0,0,0)",0,3,6,0,0
29b3188f0623b6d6d352252d841513f2c2118451369a2deeae684fef102fa828,"(4,0,0,0)",1,2,12,0,0
29b3188f0623b6d6d352252d841513f2c2118451369a2deeae684fef102fa828,"(4,0,0,0)",1,3,7,0,0
29b3188f0623b6d6d352252d841513f2c2118451369a2deeae684fef102fa828,"(4,0,0,0)",2,3,3,0,0
7597cc1fdcc78a74f6fe489fc1aa80c45335706c709112ef22e9778fd4947429,"(4,0,0,0)",0,1,6,0,0
7597cc1fdcc78a74f6fe489fc1aa80c45335706c709112ef22e9778fd4947429,"(4,0,0,0)",0,2,11,0,0
7597cc1fdcc78a74f6fe489fc1aa80c45335706c709112ef22e9778fd4947429,"(4,0,0,0)",0,3,8,0,0
7597cc1fdcc78a74f6fe489fc1aa80c45335706c709112ef22e9778fd4947429,"(4,0,0,0)",1,2,3,0,0
7597cc1fdcc78a74f6fe489fc1aa80c45335706c709112ef22e9778fd4947429,"(4,0,0,0)",1,3,7,0,0
7597cc1fdcc78a74f6fe489fc1aa80c45335706c709112ef22e9778fd4947429,"(4,0,0,0)",2,3,12,0,0
9aea38fed42227fdf25e39a97897765c56abb2daf678b91d58d81f73748bd62f,"(4,0,0,0)",0,1,8,0,0
9aea38fed42227fdf25e39a97897765c56abb2daf678b91d58d81f73748bd62f,"(4,0,0,0)",0,2,8,0,0
9aea38fed42227fdf25e39a97897765c56abb2daf678b91d58d81f73748bd62f,"(4,0,0,0)",0,3,1,0,0
9aea38fed42227fdf25e39a97897765c56abb2daf678b91d58d81f73748bd62f,"(4,0,0,0)",1,2,7,0,0
9aea38fed42227fdf25e39a97897765c56abb2daf678b91d58d81f73748bd62f,"(4,0,0,0)",1,3,8,0,0
9aea38fed42227fdf25e39a97897765c56abb2daf678b91d58d81f73748bd62f,"(4,0,0,0)",2,3,8,0,0
857ec1b84da31641bef8fe6873b8ab86fd7454405fc02a1613309ce4083bfe2c,"(4,0,0,0)",0,1,3,0,0
857ec1b84da31641bef8fe6873b8ab86fd7454405fc02a1613309ce4083bfe2c,"(4,0,0,0)",0,2,7,0,0
857ec1b84da31641bef8fe6873b8ab86fd7454405fc02a1613309ce4083bfe2c,"(4,0,0,0)",0,3,6,0,0
857ec1b84da31641bef8fe6873b8ab86fd7454405fc02a1613309ce4083bfe2c,"(4,0,0,0)",1,2,6,0,0
857ec1b84da31641bef8fe6873b8ab86fd7454405fc02a1613309ce4083bfe2c,"(4,0,0,0)",1,3,5,0,0
857ec1b84da31641bef8fe6873b8ab86fd7454405fc02a1613309ce4083bfe2c,"(4,0,0,0)",2,3,7,0,0
a747597d27da55110a65b8e9bd1ef50d0e1d2050354bb1662608e7d9c3211ae5,"(4,0,0,0)",0,1,3,0,0
a747597d27da55110a65b8e9bd1ef50d0e1d2050354bb1662608e7d9c3211ae5,"(4,0,0,0)",0,2,6,0,0
a747597d27da55110a65b8e9bd1ef50d0e1d2050354bb1662608e7d9c3211ae5,"(4,0,0,0)",0,3,6,0,0
a747597d27da55110a65b8e9bd1ef50d0e1d2050354bb1662608e7d9c3211ae5,"(4,0,0,0)",1,2,8,0,0
a747597d27da55110a65b8e9bd1ef50d0e1d2050354bb1662608e7d9c3211ae5,"(4,0,0,0)",1,3,8,0,0
a747597d27da55110a65b8e9bd1ef50d0e1d2050354bb1662608e7d9c3211ae5,"(4,0,0,0)",2,3,7,0,0
fda89304a96b8c80ccaaa4ba032d26edcad55e07f7aa5c9718a6ad60db40f239,"(4,0,0,0)",0,1,3,0,0
fda89304a96b8c80ccaaa4ba032d26edcad55e07f7aa5c9718a6ad60db40f239,"(4,0,0,0)",0,2,6,0,0
fda89304a96b8c80ccaaa4ba032d26edcad55e07f7aa5c9718a6ad60db40f239,"(4,0,0,0)",0,3,6,0,0
fda89304a96b8c80ccaaa4ba032d26edcad55e07f7aa5c9718a6ad60db40f239,"(4,0,0,0)",1,2,8,0,0
fda89304a96b8c80ccaaa4ba032d26edcad55e07f7aa5c9718a6ad60db40f239,"(4,0,0,0)",1,3,8,0,0
fda89304a96b8c80ccaaa4ba032d26edcad55e07f7aa5c9718a6ad60db40f239,"(4,0,0,0)",2,3,7,0,0
9b22eb1e5def3ad08c445b4e79feef543ccbf654a6b9f53fe30215f3d7e7d5c3,"(4,0,0,0)",0,1,4,0,0
9b22eb1e5def3ad08c445b4e79feef543ccbf654a6b9f53fe30215f3d7e7d5c3,"(4,0,0,0)",0,2,6,0,0
9b22eb1e5def3ad08c445b4e79feef543ccbf654a6b9f53fe30215f3d7e7d5c3,"(4,0,0,0)",0,3,8,0,0
9b22eb1e5def3ad08c445b4e79feef543ccbf654a6b9f53fe30215f3d7e7d5c3,"(4,0,0,0)",1,2,6,0,0
9b22eb1e5def3ad08c445b4e79feef543ccbf654a6b9f53fe30215f3d7e7d5c3,"(4,0,0,0)",1,3,4,0,0
9b22eb1e5def3ad08c445b4e79feef543ccbf654a6b9f53fe30215f3d7e7d5c3,"(4,0,0,0)",2,3,10,0,0
08d0f71f73dd2e293f99537663c0bf79c67df4f18f64d3192eafb5cb1a4db4a3,"(4,0,0,0)",0,1,6,0,0
08d0f71f73dd2e293f99537663c0bf79c67df4f18f64d3192eafb5cb1a4db4a3,"(4,0,0,0)",0,2,8,0,0
08d0f71f73dd2e293f99537663c0bf79c67df4f18f64d3192eafb5cb1a4db4a3,"(4,0,0,0)",0,3,8,0,0
08d0f71f73dd2e293f99537663c0bf79c67df4f18f64d3192eafb5cb1a4db4a3,"(4,0,0,0)",1,2,8,0,0
08d0f71f73dd2e293f99537663c0bf79c67df4f18f64d3192eafb5cb1a4db4a3,"(4,0,0,0)",1,3,8,0,0
08d0f71f73dd2e293f99537663c0bf79c67df4f18f64d3192eafb5cb1a4db4a3,"(4,0,0,0)",2,3,7,0,0
22a28fc7b6d2770fb59161d62f7f36e096281fc24d00d2b74c0db8f41b0c0b29,"(4,0,0,0)",0,1,6,0,0
22a28fc7b6d2770fb59161d62f7f36e096281fc24d00d2b74c0db8f41b0c0b29,"(4,0,0,0)",0,2,8,0,0
22a28fc7b6d2770fb59161d62f7f36e096281fc24d00d2b74c0db8f41b0c0b29,"(4,0,0,0)",0,3,8,0,0
22a28fc7b6d2770fb59161d62f7f36e096281fc24d00d2b74c0db8f41b0c0b29,"(4,0,0,0)",1,2,8,0,0
22a28fc7b6d2770fb59161d62f7f36e096281fc24d00d2b74c0db8f41b0c0b29,"(4,0,0,0)",1,3,8,0,0
22a28fc7b6d2770fb59161d62f7f36e096281fc24d00d2b74c0db8f41b0c0b29,"(4,0,0,0)",2,3,7,0,0
5ea17d89f7d3b90b6d0184d16213a8134df9d659299906146157e46d6d970c5d,"(4,0,0,0)",0,1,4,0,0
5ea17d89f7d3b90b6d0184d16213a8134df9d659299906146157e46d6d970c5d,"(4,0,0,0)",0,2,5,0,0
5ea17d89f7d3b90b6d0184d16213a8134df9d659299906146157e46d6d970c5d,"(4,0,0,0)",0,3,8,0,0
5ea17d89f7d3b90b6d0184d16213a8134df9d659299906146157e46d6d970c5d,"(4,0,0,0)",1,2,7,0,0
5ea17d89f7d3b90b6d0184d16213a8134df9d659299906146157e46d6d970c5d,"(4,0,0,0)",1,3,10,0,0
5ea17d89f7d3b90b6d0184d16213a8134df9d659299906146157e46d6d970c5d,"(4,0,0,0)",2,3,7,0,0
63d0a9acdb8b0c31d423babb4d51603208685ca49de93d78b8f5a34adcba43ff,"(4,0,0,0)",0,1,1,0,0
63d0a9acdb8b0c31d423babb4d51603208685ca49de93d78b8f5a34adcba43ff,"(4,0,0,0)",0,2,9,0,0
63d0a9acdb8b0c31d423babb4d51603208685ca49de93d78b8f5a34adcba43ff,"(4,0,0,0)",0,3,9,0,0
63d0a9acdb8b0c31d423babb4d51603208685ca49de93d78b8f5a34adcba43ff,"(4,0,0,0)",1,2,7,0,0
63d0a9acdb8b0c31d423babb4d51603208685ca49de93d78b8f5a34adcba43ff,"(4,0,0,0)",1,3,7,0,0
63d0a9acdb8b0c31d423babb4d51603208685ca49de93d78b8f5a34adcba43ff,"(4,0,0,0)",2,3,3,0,0
4cb1a40fc726ddf2890e013c692c3dce103780884153a524917519f59cdc53da,"(4,0,0,0)",0,1,2,0,0
4cb1a40fc726ddf2890e013c692c3dce103780884153a524917519f59cdc53da,"(4,0,0,0)",0,2,7,0,0
4cb1a40fc726ddf2890e013c692c3dce103780884153a524917519f59cdc53da,"(4,0,0,0)",0,3,4,0,0
4cb1a40fc726ddf2890e013c692c3dce103780884153a524917519f59cdc53da,"(4,0,0,0)",1,2,7,0,0
4cb1a40fc726ddf2890e013c692c3dce103780884153a524917519f59cdc53da,"(4,0,0,0)",1,3,4,0,0
4cb1a40fc726ddf2890e013c692c3dce103780884153a524917519f59cdc53da,"(4,0,0,0)",2,3,7,0,0
ed3dd2bdd0ff988ffcd837c506e430f819cba01d5aa9d56ddca257dab7597057,"(4,0,0,0)",0,1,6,0,0
ed3dd2bdd0ff988ffcd837c506e430f819cba01d5aa9d56ddca257dab7597057,"(4,0,0,0)",0,2,8,0,0
ed3dd2bdd0ff988ffcd837c506e430f819cba01d5aa9d56ddca257dab7597057,"(4,0,0,0)",0,3,8,0,0
ed3dd2bdd0ff988ffcd837c506e430f819cba01d5aa9d56ddca257dab7597057,"(4,0,0,0)",1,2,8,0,0
ed3dd2bdd0ff988ffcd837c506e430f819cba01d5aa9d56ddca257dab7597057,"(4,0,0,0)",1,3,8,0,0
ed3dd2bdd0ff988ffcd837c506e430f819cba01d5aa9d56ddca257dab7597057,"(4,0,0,0)",2,3,7,0,0
e16e20afaa07f418b69282a92742335191f286644697f4dede1619fb7ff30da0,"(4,0,0,0)",0,1,5,0,0
e16e20afaa07f418b69282a92742335191f286644697f4dede1619fb7ff30da0,"(4,0,0,0)",0,2,6,0,0
e16e20afaa07f418b69282a92742335191f286644697f4dede1619fb7ff30da0,"(4,0,0,0)",0,3,3,0,0
e16e20afaa07f418b69282a92742335191f286644697f4dede1619fb7ff30da0,"(4,0,0,0)",1,2,11,0,0
e16e20afaa07f418b69282a92742335191f286644697f4dede1619fb7ff30da0,"(4,0,0,0)",1,3,8,0,0
e16e20afaa07f418b69282a92742335191f286644697f4dede1619fb7ff30da0,"(4,0,0,0)",2,3,7,0,0
8894f1b8eb7932e8e8480b9c0237b8a5c91ed1ac48a5a987427894f37814c55a,"(4,0,0,0)",0,1,8,0,0
8894f1b8eb7932e8e8480b9c0237b8a5c91ed1ac48a5a987427894f37814c55a,"(4,0,0,0)",0,2,8,0,0
8894f1b8eb7932e8e8480b9c0237b8a5c91ed1ac48a5a987427894f37814c55a,"(4,0,0,0)",0,3,2,0,0
8894f1b8eb7932e8e8480b9c0237b8a5c91ed1ac48a5a987427894f37814c55a,"(4,0,0,0)",1,2,3,0,0
8894f1b8eb7932e8e8480b9c0237b8a5c91ed1ac48a5a987427894f37814c55a,"(4,0,0,0)",1,3,8,0,0
8894f1b8eb7932e8e8480b9c0237b8a5c91ed1ac48a5a987427894f37814c55a,"(4,0,0,0)",2,3,8,0,0
df1311acf14e8d2464eb79028ccb63da6f66dbabe44c61745c2ffdb474d6ebca,"(4,0,0,0)",0,1,8,0,0
df1311acf14e8d2464eb79028ccb63da6f66dbabe44c61745c2ffdb474d6ebca,"(4,0,0,0)",0,2,11,0,0
df1311acf14e8d2464eb79028ccb63da6f66dbabe44c61745c2ffdb474d6ebca,"(4,0,0,0)",0,3,3,0,0
df1311acf14e8d2464eb79028ccb63da6f66dbabe44c61745c2ffdb474d6ebca,"(4,0,0,0)",1,2,7,0,0
df1311acf14e8d2464eb79028ccb63da6f66dbabe44c61745c2ffdb474d6ebca,"(4,0,0,0)",1,3,5,0,0
df1311acf14e8d2464eb79028ccb63da6f66dbabe44c61745c2ffdb474d6ebca,"(4,0,0,0)",2,3,8,0,0
2fb4476db2ebab23769d0083162e87be4013cbf9417e5fff2f852de33632b8a2,"(4,0,0,0)",0,1,5,0,0
2fb4476db2ebab23769d0083162e87be4013cbf9417e5fff2f852de33632b8a2,"(4,0,0,0)",0,2,4,0,0
2fb4476db2ebab23769d0083162e87be4013cbf9417e5fff2f852de33632b8a2,"(4,0,0,0)",0,3,1,0,0
2fb4476db2ebab23769d0083162e87be4013cbf9417e5fff2f852de33632b8a2,"(4,0,0,0)",1,2,7,0,0
2fb4476db2ebab23769d0083162e87be4013cbf9417e5fff2f852de33632b8a2,"(4,0,0,0)",1,3,6,0,0
2fb4476db2ebab23769d0083162e87be4013cbf9417e5fff2f852de33632b8a2,"(4,0,0,0)",2,3,5,0,0
86d1d51b3e7707d569cd434cfb40572b645bd0b28abe16e30ef369f78c1ff308,"(4,0,0,0)",0,1,11,0,0
86d1d51b3e7707d569cd434cfb40572b645bd0b28abe16e30ef369f78c1ff308,"(4,0,0,0)",0,2,8,0,0
86d1d51b3e7707d569cd434cfb40572b645bd0b28abe16e30ef369f78c1ff308,"(4,0,0,0)",0,3,6,0,0
86d1d51b3e7707d569cd434cfb40572b645bd0b28abe16e30ef369f78c1ff308,"(4,0,0,0)",1,2,12,0,0
86d1d51b3e7707d569cd434cfb40572b645bd0b28abe16e30ef369f78c1ff308,"(4,0,0,0)",1,3,3,0,0
86d1d51b3e7707d569cd434cfb40572b645bd0b28abe16e30ef369f78c1ff308,"(4,0,0,0)",2,3,7,0,0
da967825346ed247a49681406725db6485bd243aa417d109fcb09eff3ab16abe,"(4,0,0,0)",0,1,4,0,0
da967825346ed247a49681406725db6485bd243aa417d109fcb09eff3ab16abe,"(4,0,0,0)",0,2,3,0,0
da967825346ed247a49681406725db6485bd243aa417d109fcb09eff3ab16abe,"(4,0,0,0)",0,3,6,0,0
da967825346ed247a49681406725db6485bd243aa417d109fcb09eff3ab16abe,"(4,0,0,0)",1,2,7,0,0
da967825346ed247a49681406725db6485bd243aa417d109fcb09eff3ab16abe,"(4,0,0,0)",1,3,10,0,0
da967825346ed247a49681406725db6485bd243aa417d109fcb09eff3ab16abe,"(4,0,0,0)",2,3,7,0,0
095d0d44b2e639d846c6d4cb126c41c46c08fd19813c0ebdf51f041611e12854,"(4,0,0,0)",0,1,7,0,0
095d0d44b2e639d846c6d4cb126c41c46c08fd19813c0ebdf51f041611e12854,"(4,0,0,0)",0,2,10,0,0
095d0d44b2e639d846c6d4cb126c41c46c08fd19813c0ebdf51f041611e12854,"(4,0,0,0)",0,3,5,0,0
095d0d44b2e639d846c6d4cb126c41c46c08fd19813c0ebdf51f041611e12854,"(4,0,0,0)",1,2,10,0,0
095d0d44b2e639d846c6d4cb126c41c46c08fd19813c0ebdf51f041611e12854,"(4,0,0,0)",1,3,5,0,0
095d0d44b2e639d846c6d4cb126c41c46c08fd19813c0ebdf51f041611e12854,"(4,0,0,0)",2,3,3,0,0
18c6983581b663fcf04c60814b0503b7dff4fd14a0c5037c5fa74eef7e86fdd4,"(4,0,0,0)",0,1,8,0,0
18c6983581b663fcf04c60814b0503b7dff4fd14a0c5037c5fa74eef7e86fdd4,"(4,0,0,0)",0,2,8,0,0
18c6983581b663fcf04c60814b0503b7dff4fd14a0c5037c5fa74eef7e86fdd4,"(4,0,0,0)",0,3,2,0,0
18c6983581b663fcf04c60814b0503b7dff4fd14a0c5037c5fa74eef7e86fdd4,"(4,0,0,0)",1,2,7,0,0
18c6983581b663fcf04c60814b0503b7dff4fd14a0c5037c5fa74eef7e86fdd4,"(4,0,0,0)",1,3,8,0,0
18c6983581b663fcf04c60814b0503b7dff4fd14a0c5037c5fa74eef7e86fdd4,"(4,0,0,0)",2,3,8,0,0
4fb544188d5bc91b453da6a2aacbbee17db3ceaafa688d8eb839afdbdac80245,"(4,0,0,0)",0,1,7,0,0
4fb544188d5bc91b453da6a2aacbbee17db3ceaafa688d8eb839afdbdac80245,"(4,0,0,0)",0,2,12,0,0
4fb544188d5bc91b453da6a2aacbbee17db3ceaafa688d8eb839afdbdac80245,"(4,0,0,0)",0,3,8,0,0
4fb544188d5bc91b453da6a2aacbbee17db3ceaafa688d8eb839afdbdac80245,"(4,0,0,0)",1,2,3,0,0
4fb544188d5bc91b453da6a2aacbbee17db3ceaafa688d8eb839afdbdac80245,"(4,0,0,0)",1,3,6,0,0
4fb544188d5bc91b453da6a2aacbbee17db3ceaafa688d8eb839afdbdac80245,"(4,0,0,0)",2,3,11,0,0
ee09e0a6973599c0d9fbab36743644faaa5482a1fc645f3334d37286e4ee3197,"(4,0,0,0)",0,1,3,0,0
ee09e0a6973599c0d9fbab36743644faaa5482a1fc645f3334d37286e4ee3197,"(4,0,0,0)",0,2,5,0,0
ee09e0a6973599c0d9fbab36743644faaa5482a1fc645f3334d37286e4ee3197,"(4,0,0,0)",0,3,8,0,0
ee09e0a6973599c0d9fbab36743644faaa5482a1fc645f3334d37286e4ee3197,"(4,0,0,0)",1,2,4,0,0
ee09e0a6973599c0d9fbab36743644faaa5482a1fc645f3334d37286e4ee3197,"(4,0,0,0)",1,3,7,0,0
ee09e0a6973599c0d9fbab36743644faaa5482a1fc645f3334d37286e4ee3197,"(4,0,0,0)",2,3,7,0,0
0cfea9c9faec35bd4129431e4bf25745fa9157a287c3e53a9109f56215dd834a,"(4,0,0,0)",0,1,1,0,0
0cfea9c9faec35bd4129431e4bf25745fa9157a287c3e53a9109f56215dd834a,"(4,0,0,0)",0,2,6,0,0
0cfea9c9faec35bd4129431e4bf25745fa9157a287c3e53a9109f56215dd834a,"(4,0,0,0)",0,3,6,0,0
0cfea9c9faec35bd4129431e4bf25745fa9157a287c3e53a9109f56215dd834a,"(4,0,0,0)",1,2,5,0,0
0cfea9c9faec35bd4129431e4bf25745fa9157a287c3e53a9109f56215dd834a,"(4,0,0,0)",1,3,5,0,0
0cfea9c9faec35bd4129431e4bf25745fa9157a287c3e53a9109f56215dd834a,"(4,0,0,0)",2,3,7,0,0
e0b5cbc79caaadfa4e2c29bbe62d9d28c38e605789c6970fa01d8fca3da8dc77,"(4,0,0,0)",0,1,4,0,0
e0b5cbc79caaadfa4e2c29bbe62d9d28c38e605789c6970fa01d8fca3da8dc77,"(4,0,0,0)",0,2,8,0,0
e0b5cbc79caaadfa4e2c29bbe62d9d28c38e605789c6970fa01d8fca3da8dc77,"(4,0,0,0)",0,3,11,0,0
e0b5cbc79caaadfa4e2c29bbe62d9d28c38e605789c6970fa01d8fca3da8dc77,"(4,0,0,0)",1,2,4,0,0
e0b5cbc79caaadfa4e2c29bbe62d9d28c38e605789c6970fa01d8fca3da8dc77,"(4,0,0,0)",1,3,7,0,0
e0b5cbc79caaadfa4e2c29bbe62d9d28c38e605789c6970fa01d8fca3da8dc77,"(4,0,0,0)",2,3,7,0,0
ad49ea06fdc5a9acd0ce08b9693ae353c255932dc5947411568bbe534bda47aa,"(4,0,0,0)",0,1,1,0,0
ad49ea06fdc5a9acd0ce08b9693ae353c255932dc5947411568bbe534bda47aa,"(4,0,0,0)",0,2,9,0,0
ad49ea06fdc5a9acd0ce08b9693ae353c255932dc5947411568bbe534bda47aa,"(4,0,0,0)",0,3,9,0,0
ad49ea06fdc5a9acd0ce08b9693ae353c255932dc5947411568bbe534bda47aa,"(4,0,0,0)",1,2,7,0,0
ad49ea06fdc5a9acd0ce08b9693ae353c255932dc5947411568bbe534bda47aa,"(4,0,0,0)",1,3,7,0,0
ad49ea06fdc5a9acd0ce08b9693ae353c255932dc5947411568bbe534bda47aa,"(4,0,0,0)",2,3,7,0,0
d661591d7f3256788be949751aadb43a03aa3591026bdcd9722c752b60857459,"(4,0,0,0)",0,1,4,0,0
d661591d7f3256788be949751aadb43a03aa3591026bdcd9722c752b60857459,"(4,0,0,0)",0,2,10,0,0
d661591d7f3256788be949751aadb43a03aa3591026bdcd9722c752b60857459,"(4,0,0,0)",0,3,10,0,0
d661591d7f3256788be949751aadb43a03aa3591026bdcd9722c752b60857459,"(4,0,0,0)",1,2,6,0,0
d661591d7f3256788be949751aadb43a03aa3591026bdcd9722c752b60857459,"(4,0,0,0)",1,3,6,0,0
d661591d7f3256788be949751aadb43a03aa3591026bdcd9722c752b60857459,"(4,0,0,0)",2,3,7,0,0
169a3844637c93938e35a80cb488a1549f50e4947e6236b902d6546ea17b7b80,"(4,0,0,0)",0,1,6,0,0
169a3844637c93938e35a80cb488a1549f50e4947e6236b902d6546ea17b7b80,"(4,0,0,0)",0,2,8,0,0
169a3844637c93938e35a80cb488a1549f50e4947e6236b902d6546ea17b7b80,"(4,0,0,0)",0,3,8,0,0
169a3844637c93938e35a80cb488a1549f50e4947e6236b902d6546ea17b7b80,"(4,0,0,0)",1,2,8,0,0
169a3844637c93938e35a80cb488a1549f50e4947e6236b902d6546ea17b7b80,"(4,0,0,0)",1,3,8,0,0
169a3844637c93938e35a80cb488a1549f50e4947e6236b902d6546ea17b7b80,"(4,0,0,0)",2,3,7,0,0
c182bbd36f668b962aa95319f7a512c4ceefc935d41c52bcf119cb2f55a6cdab,"(4,0,0,0)",0,1,5,0,0
c182bbd36f668b962aa95319f7a512c4ceefc935d41c52bcf119cb2f55a6cdab,"(4,0,0,0)",0,2,8,0,0
c182bbd36f668b962aa95319f7a512c4ceefc935d41c52bcf119cb2f55a6cdab,"(4,0,0,0)",0,3,9,0,0
c182bbd36f668b962aa95319f7a512c4ceefc935d41c52bcf119cb2f55a6cdab,"(4,0,0,0)",1,2,7,0,0
c182bbd36f668b962aa95319f7a512c4ceefc935d41c52bcf119cb2f55a6cdab,"(4,0,0,0)",1,3,4,0,0
c182bbd36f668b962aa95319f7a512c4ceefc935d41c52bcf119cb2f55a6cdab,"(4,0,0,0)",2,3,9,0,0
cd215959b4cd859e5bcda82399d369b86135d116534cc4a0dc73c1dd7925c1c0,"(4,0,0,0)",0,1,11,0,0
cd215959b4cd859e5bcda82399d369b86135d116534cc4a0dc73c1dd7925c1c0,"(4,0,0,0)",0,2,8,0,0
cd215959b4cd859e5bcda82399d369b86135d116534cc4a0dc73c1dd7925c1c0,"(4,0,0,0)",0,3,3,0,0
cd215959b4cd859e5bcda82399d369b86135d116534cc4a0dc73c1dd7925c1c0,"(4,0,0,0)",1,2,7,0,0
cd215959b4cd859e5bcda82399d369b86135d116534cc4a0dc73c1dd7925c1c0,"(4,0,0,0)",1,3,8,0,0
cd215959b4cd859e5bcda82399d369b86135d116534cc4a0dc73c1dd7925c1c0,"(4,0,0,0)",2,3,5,0,0
310101b7acd50d0bfb496d8e1c1e9d2b4482123da37d42e626495558008d2c24,"(4,0,0,0)",0,1,11,0,0
310101b7acd50d0bfb496d8e1c1e9d2b4482123da37d42e626495558008d2c24,"(4,0,0,0)",0,2,8,0,0
310101b7acd50d0bfb496d8e1c1e9d2b4482123da37d42e626495558008d2c24,"(4,0,0,0)",0,3,6,0,0
310101b7acd50d0bfb496d8e1c1e9d2b4482123da37d42e626495558008d2c24,"(4,0,0,0)",1,2,12,0,0
310101b7acd50d0bfb496d8e1c1e9d2b4482123da37d42e626495558008d2c24,"(4,0,0,0)",1,3,3,0,0
310101b7acd50d0bfb496d8e1c1e9d2b4482123da37d42e626495558008d2c24,"(4,0,0,0)",2,3,7,0,0
e37c9d223c2a440181c4dc85f96e95953ea438b1b8a088ba539a313959b33650,"(4,0,0,0)",0,1,1,0,0
e37c9d223c2a440181c4dc85f96e95953ea438b1b8a088ba539a313959b33650,"(4,0,0,0)",0,2,8,0,0
e37c9d223c2a440181c4dc85f96e95953ea438b1b8a088ba539a313959b33650,"(4,0,0,0)",0,3,8,0,0
e37c9d223c2a440181c4dc85f96e95953ea438b1b8a088ba539a313959b33650,"(4,0,0,0)",1,2,8,0,0
e37c9d223c2a440181c4dc85f96e95953ea438b1b8a088ba539a313959b33650,"(4,0,0,0)",1,3,8,0,0
e37c9d223c2a440181c4dc85f96e95953ea438b1b8a088ba539a313959b33650,"(4,0,0,0)",2,3,7,0,0
fcc6d33a6fff24fac2af1093db003757db66db6997cef246d225ea1d84722c1d,"(4,0,0,0)",0,1,10,0,0
fcc6d33a6fff24fac2af1093db003757db66db6997cef246d225ea1d84722c1d,"(4,0,0,0)",0,2,6,0,0
fcc6d33a6fff24fac2af1093db003757db66db6997cef246d225ea1d84722c1d,"(4,0,0,0)",0,3,8,0,0
fcc6d33a6fff24fac2af1093db003757db66db6997cef246d225ea1d84722c1d,"(4,0,0,0)",1,2,2,0,0
fcc6d33a6fff24fac2af1093db003757db66db6997cef246d225ea1d84722c1d,"(4,0,0,0)",1,3,10,0,0
fcc6d33a6fff24fac2af1093db003757db66db6997cef246d225ea1d84722c1d,"(4,0,0,0)",2,3,6,0,0
2ca234a6c1a7e354230c3eb7f929327bb48f334ce1ad62bfff80b6bbb15e625d,"(4,0,0,0)",0,1,11,0,0
2ca234a6c1a7e354230c3eb7f929327bb48f334ce1ad62bfff80b6bbb15e625d,"(4,0,0,0)",0,2,7,0,0
2ca234a6c1a7e354230c3eb7f929327bb48f334ce1ad62bfff80b6bbb15e625d,"(4,0,0,0)",0,3,3,0,0
2ca234a6c1a7e354230c3eb7f929327bb48f334ce1ad62bfff80b6bbb15e625d,"(4,0,0,0)",1,2,7,0,0
2ca234a6c1a7e354230c3eb7f929327bb48f334ce1ad62bfff80b6bbb15e625d,"(4,0,0,0)",1,3,7,0,0
2ca234a6c1a7e354230c3eb7f929327bb48f334ce1ad62bfff80b6bbb15e625d,"(4,0,0,0)",2,3,3,0,0
a18bdcfb9f522813508f397cfbd7021020d9c6734acb666d1090545bd2e6f74b,"(4,0,0,0)",0,1,2,0,0
a18bdcfb9f522813508f397cfbd7021020d9c6734acb666d1090545bd2e6f74b,"(4,0,0,0)",0,2,7,0,0
a18bdcfb9f522813508f397cfbd7021020d9c6734acb666d1090545bd2e6f74b,"(4,0,0,0)",0,3,4,0,0
a18bdcfb9f522813508f397cfbd7021020d9c6734acb666d1090545bd2e6f74b,"(4,0,0,0)",1,2,7,0,0
a18bdcfb9f522813508f397cfbd7021020d9c6734acb666d1090545bd2e6f74b,"(4,0,0,0)",1,3,4,0,0
a18bdcfb9f522813508f397cfbd7021020d9c6734acb666d1090545bd2e6f74b,"(4,0,0,0)",2,3,7,0,0
5fc8f11c85bc7bd01eab8e0ec371bb1ab3b67e5465a8f42c962eb5fbe8ceb4a5,"(4,0,0,0)",0,1,1,0,0
5fc8f11c85bc7bd01eab8e0ec371bb1ab3b67e5465a8f42c962eb5fbe8ceb4a5,"(4,0,0,0)",0,2,8,0,0
5fc8f11c85bc7bd01eab8e0ec371bb1ab3b67e5465a8f42c962eb5fbe8ceb4a5,"(4,0,0,0)",0,3,8,0,0
5fc8f11c85bc7bd01eab8e0ec371bb1ab3b67e5465a8f42c962eb5fbe8ceb4a5,"(4,0,0,0)",1,2,8,0,0
5fc8f11c85bc7bd01eab8e0ec371bb1ab3b67e5465a8f42c962eb5fbe8ceb4a5,"(4,0,0,0)",1,3,8,0,0
5fc8f11c85bc7bd01eab8e0ec371bb1ab3b67e5465a8f42c962eb5fbe8ceb4a5,"(4,0,0,0)",2,3,7,0,0
a24e41f24c8abb2b951fd2e93abf125caa2fe5ede49b04de1512d692a9e8db0d,"(4,0,0,0)",0,1,3,0,0
a24e41f24c8abb2b951fd2e93abf125caa2fe5ede49b04de1512d692a9e8db0d,"(4,0,0,0)",0,2,5,0,0
a24e41f24c8abb2b951fd2e93abf125caa2fe5ede49b04de1512d692a9e8db0d,"(4,0,0,0)",0,3,8,0,0
